tap_number,date_time,beer,brewer,style,keg_cost,glass_price
6,Tue May 21 2013 18:48:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
2,Wed May 22 2013 19:23:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Wed May 22 2013 21:12:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
5,Thu May 23 2013 15:50:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Thu May 23 2013 20:03:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
2,Thu May 23 2013 20:04:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Thu May 23 2013 21:46:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
2,Fri May 24 2013 13:37:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Fri May 24 2013 16:06:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
2,Fri May 24 2013 20:43:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
5,Fri May 24 2013 21:19:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Fri May 24 2013 22:14:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
2,Sat May 25 2013 00:33:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
2,Sat May 25 2013 23:37:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Mon May 27 2013 12:10:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
2,Mon May 27 2013 17:57:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
5,Tue May 28 2013 18:04:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
2,Tue May 28 2013 22:07:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
4,Wed May 29 2013 19:53:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
2,Wed May 29 2013 23:01:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
4,Thu May 30 2013 19:20:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
2,Thu May 30 2013 19:49:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Thu May 30 2013 20:45:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
4,Thu May 30 2013 22:21:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
4,Fri May 31 2013 16:01:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
3,Fri May 31 2013 19:03:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Fri May 31 2013 19:50:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Fri May 31 2013 21:54:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
3,Sat Jun 01 2013 00:27:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
3,Sun Jun 02 2013 18:20:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Sun Jun 02 2013 20:10:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
3,Mon Jun 03 2013 23:07:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Tue Jun 04 2013 19:14:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
3,Wed Jun 05 2013 17:43:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
3,Thu Jun 06 2013 13:09:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
2,Thu Jun 06 2013 14:05:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Thu Jun 06 2013 19:48:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
3,Thu Jun 06 2013 20:21:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
2,Thu Jun 06 2013 21:00:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
2,Fri Jun 07 2013 14:57:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
4,Fri Jun 07 2013 16:48:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
3,Fri Jun 07 2013 17:26:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
3,Fri Jun 07 2013 21:29:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
2,Fri Jun 07 2013 22:17:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
2,Sat Jun 08 2013 19:44:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Sat Jun 08 2013 21:03:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
2,Mon Jun 10 2013 13:44:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Tue Jun 11 2013 12:40:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
2,Tue Jun 11 2013 14:02:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
2,Wed Jun 12 2013 16:46:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
2,Thu Jun 13 2013 17:55:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
3,Thu Jun 13 2013 19:08:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
4,Thu Jun 13 2013 19:50:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
3,Thu Jun 13 2013 21:18:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
2,Thu Jun 13 2013 22:59:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Fri Jun 14 2013 15:17:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
3,Fri Jun 14 2013 19:41:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Fri Jun 14 2013 20:49:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Fri Jun 14 2013 23:15:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
3,Sat Jun 15 2013 01:00:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
6,Sat Jun 15 2013 23:00:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
6,Mon Jun 17 2013 12:26:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
3,Mon Jun 17 2013 19:23:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
4,Tue Jun 18 2013 17:21:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
4,Wed Jun 19 2013 16:49:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
3,Wed Jun 19 2013 20:08:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
6,Wed Jun 19 2013 20:18:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
4,Thu Jun 20 2013 15:30:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Thu Jun 20 2013 20:29:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Thu Jun 20 2013 20:44:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
4,Fri Jun 21 2013 00:00:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
6,Fri Jun 21 2013 15:37:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
4,Fri Jun 21 2013 19:12:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Fri Jun 21 2013 20:18:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
2,Fri Jun 21 2013 22:16:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Fri Jun 21 2013 23:18:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
2,Sat Jun 22 2013 21:01:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
6,Sat Jun 22 2013 23:54:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
2,Mon Jun 24 2013 16:37:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Tue Jun 25 2013 17:15:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
2,Tue Jun 25 2013 21:40:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
4,Wed Jun 26 2013 18:28:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
2,Thu Jun 27 2013 12:44:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
4,Thu Jun 27 2013 16:36:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
4,Thu Jun 27 2013 21:00:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
2,Thu Jun 27 2013 21:55:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
4,Fri Jun 28 2013 12:50:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Fri Jun 28 2013 15:39:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
6,Fri Jun 28 2013 20:20:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Fri Jun 28 2013 23:50:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
4,Sat Jun 29 2013 15:02:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
5,Sat Jun 29 2013 19:51:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
6,Sun Jun 30 2013 20:27:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Mon Jul 01 2013 00:53:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Tue Jul 02 2013 00:28:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
4,Tue Jul 02 2013 18:06:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
5,Tue Jul 02 2013 21:12:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
4,Wed Jul 03 2013 20:55:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
5,Thu Jul 04 2013 16:45:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
4,Thu Jul 04 2013 18:30:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Thu Jul 04 2013 20:02:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
4,Thu Jul 04 2013 22:36:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
6,Thu Jul 04 2013 23:00:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
4,Fri Jul 05 2013 18:59:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
6,Fri Jul 05 2013 19:13:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Fri Jul 05 2013 20:02:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
6,Fri Jul 05 2013 21:24:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
6,Sat Jul 06 2013 18:11:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
5,Sun Jul 07 2013 00:27:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Sun Jul 07 2013 18:37:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Mon Jul 08 2013 17:53:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Tue Jul 09 2013 19:54:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Tue Jul 09 2013 19:55:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
6,Wed Jul 10 2013 19:13:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Thu Jul 11 2013 15:12:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Thu Jul 11 2013 18:12:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
6,Thu Jul 11 2013 20:08:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
6,Thu Jul 11 2013 22:59:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
5,Thu Jul 11 2013 23:23:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
6,Fri Jul 12 2013 18:14:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
4,Fri Jul 12 2013 19:56:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
4,Fri Jul 12 2013 22:22:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Fri Jul 12 2013 23:05:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Sat Jul 13 2013 20:50:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Sat Jul 13 2013 21:26:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Sun Jul 14 2013 21:47:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Mon Jul 15 2013 15:14:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
5,Tue Jul 16 2013 18:12:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Wed Jul 17 2013 17:19:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
4,Wed Jul 17 2013 19:23:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Thu Jul 18 2013 17:02:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Thu Jul 18 2013 18:33:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Thu Jul 18 2013 19:44:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Thu Jul 18 2013 21:55:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Thu Jul 18 2013 22:05:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Thu Jul 18 2013 23:19:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
4,Fri Jul 19 2013 17:59:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Fri Jul 19 2013 18:39:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
4,Fri Jul 19 2013 21:14:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Fri Jul 19 2013 21:44:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
5,Sat Jul 20 2013 22:11:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Sat Jul 20 2013 23:36:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
5,Mon Jul 22 2013 17:27:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
4,Mon Jul 22 2013 20:20:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Tue Jul 23 2013 18:13:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
4,Wed Jul 24 2013 18:51:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Wed Jul 24 2013 19:05:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Thu Jul 25 2013 13:40:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Thu Jul 25 2013 16:28:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Thu Jul 25 2013 20:00:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
6,Thu Jul 25 2013 22:25:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Thu Jul 25 2013 22:32:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Fri Jul 26 2013 17:09:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Fri Jul 26 2013 18:52:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Fri Jul 26 2013 21:03:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Fri Jul 26 2013 22:09:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
3,Fri Jul 26 2013 23:24:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
3,Sat Jul 27 2013 20:22:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
5,Sat Jul 27 2013 23:06:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
3,Sun Jul 28 2013 23:00:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
4,Mon Jul 29 2013 17:52:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Mon Jul 29 2013 18:45:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
3,Mon Jul 29 2013 22:25:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Tue Jul 30 2013 19:07:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
3,Tue Jul 30 2013 23:38:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
3,Wed Jul 31 2013 23:41:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Thu Aug 01 2013 16:08:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
5,Thu Aug 01 2013 17:18:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Thu Aug 01 2013 19:51:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
3,Thu Aug 01 2013 21:45:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
3,Fri Aug 02 2013 00:18:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
5,Fri Aug 02 2013 14:40:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
3,Fri Aug 02 2013 19:17:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
4,Fri Aug 02 2013 19:49:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
4,Fri Aug 02 2013 22:08:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
3,Sat Aug 03 2013 00:00:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Sat Aug 03 2013 14:01:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
4,Sat Aug 03 2013 23:23:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
3,Sun Aug 04 2013 19:39:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Mon Aug 05 2013 16:04:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
4,Mon Aug 05 2013 19:54:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Tue Aug 06 2013 17:59:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
4,Wed Aug 07 2013 17:25:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
5,Wed Aug 07 2013 19:16:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
3,Wed Aug 07 2013 21:43:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
3,Thu Aug 08 2013 19:11:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Thu Aug 08 2013 19:18:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
4,Thu Aug 08 2013 21:09:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Thu Aug 08 2013 22:08:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Fri Aug 09 2013 14:47:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
4,Fri Aug 09 2013 16:35:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Fri Aug 09 2013 19:45:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
4,Fri Aug 09 2013 20:49:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Fri Aug 09 2013 22:44:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
3,Fri Aug 09 2013 23:14:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Sat Aug 10 2013 23:41:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
3,Sun Aug 11 2013 20:13:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Mon Aug 12 2013 14:35:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Mon Aug 12 2013 21:10:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Tue Aug 13 2013 17:13:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Wed Aug 14 2013 00:52:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Wed Aug 14 2013 21:23:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
4,Thu Aug 15 2013 15:49:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Thu Aug 15 2013 18:08:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
4,Thu Aug 15 2013 20:38:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
3,Thu Aug 15 2013 21:38:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
5,Fri Aug 16 2013 15:47:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
4,Fri Aug 16 2013 17:31:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
3,Fri Aug 16 2013 17:50:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Fri Aug 16 2013 20:35:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Fri Aug 16 2013 20:55:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
4,Fri Aug 16 2013 21:00:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Sat Aug 17 2013 00:48:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Sun Aug 18 2013 17:43:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
4,Sun Aug 18 2013 21:05:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
5,Mon Aug 19 2013 00:25:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
3,Mon Aug 19 2013 18:43:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Mon Aug 19 2013 23:11:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
3,Tue Aug 20 2013 21:13:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Wed Aug 21 2013 00:31:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Wed Aug 21 2013 15:12:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Thu Aug 22 2013 00:33:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
3,Thu Aug 22 2013 16:53:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Thu Aug 22 2013 19:11:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Thu Aug 22 2013 20:36:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
5,Thu Aug 22 2013 21:45:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Thu Aug 22 2013 23:42:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
3,Fri Aug 23 2013 16:17:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
4,Fri Aug 23 2013 18:32:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Fri Aug 23 2013 18:47:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
